Team,Player,Pos,OVR,Age,SPD,STR,AGI,ACC,AWR,BTK,TRK,COD,BCV
Lions,Alex Anzalone,WILL,80,30,86,74,81,86,83,12,34,72,35
Lions,Jack Fox,P,79,29,87,50,64,84,66,5,10,55,10
Lions,Amik Robertson,CB,77,27,88,56,90,91,82,56,31,89,68
Lions,Graham Glasgow,C,77,33,64,87,63,67,85,8,28,53,18
Lions,Tyleik Williams,DT,76,22,75,91,68,78,74,26,32,60,26
Lions,Tate Ratledge,RG,76,24,73,88,71,78,78,27,40,61,31
Lions,Terrion Arnold,CB,76,23,90,58,93,94,69,66,35,90,71
Lions,Azeez Al-Shaair,REDG,76,30,80,78,73,82,84,18,33,64,37
Lions,Jake Bates,K,76,26,72,35,61,74,59,18,10,51,20
Lions,Kalif Raymond,WR,75,31,91,53,87,91,80,73,32,83,75
Lions,Malcolm Rodriguez,SAM,74,26,86,80,79,90,68,47,39,77,66
Lions,Josh Paschal,LEDG,74,25,80,85,72,91,70,31,43,65,36
Lions,Derrick Barnes,SAM,74,26,86,79,72,83,78,50,68,70,68
Lions,Levi Onwuzurike,DT,74,27,79,87,74,82,74,21,29,64,41
Lions,Marcus Davenport,REDG,74,28,84,82,75,86,76,30,28,67,26
Lions,Anthony Maulet,CB,74,32,89,59,81,87,79,65,38,80,66
Lions,Isaiah TeSlaa,WR,73,23,91,65,88,91,75,69,54,89,77
Lions,Avonte Maddox,FS,73,29,89,55,91,92,72,48,25,93,73
Lions,Jalen Mills,FS,73,31,86,62,85,86,80,45,26,86,56
Lions,Roy Lopez,DT,72,28,66,90,69,68,74,20,30,60,14
Lions,Rock Ya-Sin,CB,72,29,90,68,85,88,67,55,25,83,64
Lions,Ennis Rakestraw Jr,CB,72,23,89,57,87,93,69,65,32,85,66
Lions,Christian Mahogany,LG,72,24,68,89,60,76,65,23,31,63,24
Lions,Tahj Harper,SS,70,24,89,60,80,94,65,52,42,81,69
Lions,Mekhi Wingo,DT,70,22,77,79,73,86,66,10,50,66,15
Lions,Zeke Cunningham,MIKE,70,30,84,80,79,87,69,22,43,71,44
Lions,Miles Frazier,LG,69,23,64,89,59,71,70,30,28,53,29
Lions,Tyler Lacy,DT,68,25,69,86,65,81,64,23,39,58,23
Lions,Tom Kennedy,WR,68,29,86,64,89,89,70,72,40,86,79
Lions,Sione Vaki,HB,68,24,89,74,83,91,69,75,77,82,76
Lions,Tate Colon,C,67,27,71,80,59,61,76,9,20,49,10
Lions,Dominic Lovett,WR,67,22,92,62,80,92,66,71,55,84,78
Lions,Giovanni Manu,LT,67,24,70,86,50,75,49,37,45,52,38
Lions,Shane Zylstra,TE,66,28,82,65,79,84,62,71,62,78,80
Lions,Brock Wright,TE,66,26,86,79,73,89,74,45,55,72,59
Lions,D'Angelo Thomas,SS,66,27,87,65,81,89,67,47,48,81,60
Lions,Nick Whiteside,CB,66,25,89,54,81,90,63,51,28,83,64
Lions,Jabari Small?,HB,66,25,88,73,77,90,73,78,75,77,77
Lions,Travon Walker Wheat?,REDG,65,25,84,74,74,90,59,23,39,65,40
Lions,Thomas Nowak?e,WILL,64,26,88,74,86,89,59,34,47,81,39
Lions,Grant Stuard,WILL,64,26,84,76,69,88,67,10,35,67,26
Lions,Khalil Dorsey,CB,64,27,92,51,87,91,59,52,19,86,70
Lions,Anthony Firkser,TE,64,30,80,73,78,78,56,62,64,72,60
Lions,Miles Niese,RG,64,27,71,82,69,85,64,11,26,62,17
Lions,Colby Sorsdal,RT,63,25,67,80,59,66,71,5,15,57,10
Lions,Kayode Awosika,LG,63,26,65,86,48,64,64,10,22,50,14
Lions,J. Jones,RT,63,29,58,80,50,53,68,11,30,45,12
Lions,Dan Skipper,RT,61,30,70,82,56,63,73,14,42,47,30
Lions,Kyle Allen,QB,60,29,81,53,74,77,62,33,27,76,52
Lions,Ezra Turner,WILL,58,29,86,63,82,88,58,40,31,72,58
Browns,Myles Garrett,REDG,99,29,87,96,86,90,97,34,36,71,39
Browns,Denzel Ward,CB,93,28,93,61,94,94,95,60,19,95,66
Browns,Devin Bush,WILL,86,27,87,74,84,91,91,19,33,80,36
Browns,Joel Bitonio,LG,86,33,73,88,70,72,97,12,28,54,25
Browns,Jeremiah Owusu-Koramoah,WILL,83,25,88,65,88,91,85,48,38,79,61
Browns,Grant Delpit,SS,82,26,89,60,86,91,85,37,38,83,60
Browns,Carson Schwesinger,MIKE,82,22,87,72,83,90,86,40,44,79,54
Browns,Jerry Jeudy,WR,81,26,91,64,92,93,76,77,56,92,87
Browns,Quinshon Judkins,HB,81,21,90,77,85,91,81,85,84,85,86
Browns,David Njoku,TE,81,29,86,72,82,89,78,77,72,73,85
Browns,Mason Graham,DT,80,21,78,90,74,86,76,30,31,65,28
Browns,Harold Fannin Jr,TE,80,21,82,75,81,85,80,79,77,73,87
Browns,Corey Bojorquez,P,80,29,70,41,63,74,67,10,17,52,15
Browns,Tariq Campbell,CB,79,25,92,58,86,93,76,29,26,86,54
Browns,Wyatt Teller,RG,79,30,72,93,66,65,87,28,44,51,27
Browns,Dawand Jones,LT,68,24,61,95,42,65,76,25,45,45,13
Browns,Jack Conklin,RT,78,31,69,88,60,69,91,7,24,51,12
Browns,Bryce Huff?,REDG,78,25,82,78,83,87,79,28,31,73,53
Browns,Michael Hall Jr,DT,72,22,81,79,67,85,73,24,49,58,33
Browns,Teven Jenkins,LG,77,27,74,91,61,73,67,8,32,52,20
Browns,Maliek Collins,DT,77,30,70,84,67,71,90,12,29,60,22
Browns,Ronnie Hickman,FS,76,23,86,65,81,89,78,49,54,78,58
Browns,Jamien Sherwood?,SAM,76,28,89,74,83,87,77,33,24,76,53
Browns,Dustin Hopkins,K,76,34,74,43,44,72,66,5,10,52,10
Browns,Jordan Ford,HB,75,25,91,73,84,92,71,78,78,86,81
Browns,Martin Emerson Jr,CB,75,24,89,65,87,91,77,52,35,87,61
Browns,Dylan Sampson,HB,75,20,92,65,88,91,67,82,72,86,82
Browns,Isaiah McGuire,LEDG,72,24,79,79,75,88,71,20,35,66,34
Browns,Alex Wright,LEDG,72,24,79,73,70,84,78,30,32,66,40
Browns,Austin Szmyt,K,71,26,73,41,64,71,55,11,13,52,22
Browns,Cedric Tillman,WR,74,25,88,70,79,90,84,73,56,77,77
Browns,Cornelius Lucas III,LT,71,34,69,83,59,55,80,5,25,42,10
Browns,Micah Diabate,WILL,70,24,87,69,79,86,72,34,45,76,42
Browns,Cameron Thomas,REDG,70,25,78,77,82,84,65,33,34,73,41
Browns,Zak Zinter,RG,70,24,63,88,54,65,74,22,30,49,21
Browns,Kenyon Green,RG,69,26,75,86,58,80,79,9,25,56,13
Browns,Isaiah Bond,WR,69,21,93,60,77,94,69,73,35,78,82
Browns,R. Sanders,HB,69,22,90,72,84,89,69,79,78,84,78
Browns,Shedeur Sanders,QB,69,23,78,65,81,81,64,68,50,79,76
Browns,Jaelen Thrash,WR,69,24,90,56,84,93,62,71,43,84,79
Browns,Malik Corley,WR,69,23,88,66,85,90,61,76,60,86,86
Browns,Deshaun Watson,QB,69,29,84,69,87,87,60,76,65,84,83
Browns,Noah Watson,SAM,68,25,84,68,72,87,68,49,56,72,62
Browns,Mc? Harden,CB,68,23,89,59,90,94,53,62,30,95,57
Browns,Dillon Gabriel,QB,67,24,83,58,79,86,70,65,34,78,75
Browns,Kellen Leveston,RT,67,25,60,85,55,65,71,19,28,52,14
Browns,Winston Reid,WILL,67,26,85,77,73,88,63,42,50,69,55
Browns,Luke Wypler,C,66,24,68,85,63,77,72,25,29,59,24
Browns,George Larvadain,WR,66,22,90,62,79,92,63,73,36,84,79
Browns,T. Williams,HB,65,27,89,64,81,90,69,76,58,78,77
Browns,Alex Huntington,DT,65,23,82,81,67,87,60,17,34,67,22
Browns,D. Ross,CB,64,28,92,59,78,94,61,55,35,78,63
Browns,Brenden Bates,TE,64,25,82,75,80,80,66,54,63,69,63
Browns,D. Jones,CB,63,25,87,60,85,90,57,48,32,84,62
Browns,E. Mascarenas-Arnold,MIKE,63,22,86,73,88,90,59,21,39,76,32
Browns,B. Whiteheart,TE,62,25,82,72,82,88,61,60,62,77,74
Browns,Tre Avery,CB,62,28,91,60,91,92,54,67,28,94,72
Browns,C. Edmonds,SS,62,24,90,59,79,89,59,52,45,80,61
Browns,D. McMillon,FS,62,23,90,65,84,86,58,51,48,87,61
Browns,Siaki Ika? / S. Kamara,DT,61,27,72,78,70,68,60,23,56,65,35
Browns,Julian Byers,RT,61,24,65,81,54,71,60,9,23,53,12
Browns,Rex Sunahara,LS,58,28,69,62,67,77,50,25,33,59,29
Browns,K. Eguakun,C,58,24,61,84,65,68,60,31,28,64,26
Cowboys,CeeDee Lamb,WR,93,26,90,70,94,91,92,86,71,93,97
Cowboys,Dak Prescott,QB,91,32,84,75,82,83,92,74,72,80,85
Cowboys,Quinnen Williams,DT,90,27,84,92,79,83,88,16,41,62,26
Cowboys,Tyler Smith,LG,88,24,72,97,59,80,85,9,25,59,15
Cowboys,George Pickens,WR,88,24,91,61,94,93,85,75,37,93,87
Cowboys,Brandon Aubrey,K,87,30,82,49,74,77,72,15,10,62,31
Cowboys,Javonte Williams,HB,85,25,88,80,84,90,86,90,94,86,90
Cowboys,DaRon Bland,CB,82,26,90,60,84,92,82,62,26,86,81
Cowboys,Jake Ferguson,TE,82,26,81,69,81,86,81,73,74,73,82
Cowboys,Tyler Booker,RG,82,21,60,94,53,59,84,5,29,53,12
Cowboys,Jadeveon Clowney,LEDG,80,32,82,84,82,85,78,27,54,69,55
Cowboys,Bryan Anger,P,79,36,73,55,61,75,68,26,25,48,22
Cowboys,K. Clark,DT,78,29,72,91,62,75,80,14,35,57,27
Cowboys,Malik Hooker,FS,78,29,88,76,85,89,83,48,46,83,73
Cowboys,DeMarvion Overshown,WILL,77,25,88,64,78,92,82,51,45,72,65
Cowboys,Osa Odighizuwa,DT,77,27,77,85,68,82,79,24,27,61,21
Cowboys,Kavontae Turpin,WR,76,29,97,48,92,94,78,80,35,89,87
Cowboys,R. Flournoy,WR,76,25,92,62,84,92,78,76,48,82,78
Cowboys,Terence Steele,RT,75,28,75,88,57,76,71,5,25,46,10
Cowboys,Dante Fowler Jr,LEDG,75,31,82,73,80,85,82,35,55,66,50
Cowboys,Donovan Ezeiruaku,REDG,75,21,83,77,85,89,73,23,28,75,25
Cowboys,Cooper Beebe,C,75,24,71,87,69,75,78,14,28,60,19
Cowboys,Jalen Tolbert,WR,74,26,91,61,86,94,75,74,39,86,82
Cowboys,Luke Wilson,MIKE,74,29,84,74,81,86,71,33,44,75,48
Cowboys,Donovan Wilson,SS,74,30,87,64,83,88,77,53,35,79,60
Cowboys,Miles Sanders,HB,74,28,90,69,87,91,76,76,74,86,80
Cowboys,Sam Williams,REDG,73,26,88,79,82,90,68,19,33,70,27
Cowboys,Payton Turner,REDG,73,26,80,82,83,84,68,16,30,72,27
Cowboys,Jaydon Blue,HB,73,21,93,65,89,95,65,78,79,88,81
Cowboys,Tyler Guyton,LT,73,23,67,85,71,75,81,18,25,59,19
Cowboys,Trent Sieg,LS,73,29,75,72,76,68,64,25,45,60,41
Cowboys,Caelen Carson,CB,72,23,88,52,89,93,71,59,26,88,62
Cowboys,Solomon Thomas,DT,72,30,82,87,77,83,65,10,30,59,18
Cowboys,Hunter Luepke,FB,72,25,86,69,83,91,70,53,71,72,72
Cowboys,Justin Houston IV,LEDG,72,26,84,72,70,91,72,29,34,67,42
Cowboys,Markquese Bell,SS,72,26,92,68,77,94,70,52,43,79,61
Cowboys,Jack Sanborn,MIKE,71,25,80,72,79,87,78,47,48,71,53
Cowboys,Jonathan Mingo,WR,71,24,90,71,82,92,72,74,58,81,82
Cowboys,Shavon Revel Jr,CB,71,24,93,66,90,94,56,49,34,88,77
Cowboys,Marist Liufau,WILL,71,24,84,73,78,88,68,28,53,78,51
Cowboys,R. Jones,LG,70,26,65,88,49,68,78,32,34,53,40
Cowboys,Shemar James,SAM,70,21,83,73,81,82,70,41,43,80,54
Cowboys,T. Bass,RG,69,26,56,85,52,71,70,40,45,47,41
Cowboys,John Stephens Jr,TE,69,26,85,72,89,88,66,53,62,76,73
Cowboys,Josh Butler,CB,69,28,91,56,83,93,65,53,43,85,65
Cowboys,T. Bridges,CB,68,24,91,62,83,94,64,50,32,80,72
Cowboys,Phil Mafah,HB,68,22,88,75,80,88,74,78,81,79,78
Cowboys,Joe Milton,QB,68,25,86,64,79,85,56,51,60,77,72
Cowboys,Brock Hoffman,C,67,26,56,81,60,72,74,5,15,57,10
Cowboys,Perrion Winfrey,DT,67,25,76,82,59,79,68,25,30,53,27
Cowboys,C. Goodwin,CB,67,35,93,66,81,94,60,54,45,79,70
Cowboys,Juanyeh Thomas,SS,66,25,87,65,76,92,64,54,47,84,71
Cowboys,Kenneth Murray Jr,MIKE,66,26,87,73,83,89,69,30,35,74,51
Cowboys,Tyler Keegan,LG,66,25,64,85,60,72,70,13,29,54,18
Cowboys,Nate Thomas,LT,66,24,66,85,52,74,62,44,47,55,49
Cowboys,A. Clark,FS,65,22,89,64,83,93,60,50,43,82,62
Cowboys,Jay Toia,DT,65,22,65,86,53,72,72,28,30,51,31
Cowboys,Ajani Cornelius,RT,65,23,64,86,51,70,69,13,28,46,12
Cowboys,Brevyn Spann-Ford,TE,65,25,80,72,71,83,65,62,67,66,72
Cowboys,R. Steward,CB,65,24,88,55,76,94,59,52,30,84,61
Cowboys,Hakeem Adeniji,RT,63,27,66,84,42,71,75,11,10,44,10
Broncos,Patrick Surtain II,CB,97,25,94,63,90,92,98,55,32,91,75
Broncos,Garett Bolles,LT,96,33,75,87,72,76,97,17,37,56,28
Broncos,Quinn Meinerz,RG,95,26,76,95,66,79,96,33,35,55,18
Broncos,Nik Bonitto,REDG,91,25,88,82,83,92,95,26,32,76,44
Broncos,Talanoa Hufanga,SS,88,25,89,58,85,87,91,46,44,79,67
Broncos,Dre Greenlaw,MIKE,88,28,85,72,81,87,93,37,46,74,53
Broncos,Zach Allen,DT,87,28,76,94,74,79,93,36,47,65,46
Broncos,Courtland Sutton,WR,87,29,90,75,90,91,93,80,72,84,82
Broncos,Alex Singleton,WILL,84,31,85,72,78,86,92,33,36,71,34
Broncos,Jonathon Cooper,LEDG,83,27,85,82,76,87,88,29,27,68,23
Broncos,Brandon Jones,FS,83,27,89,58,87,92,84,46,20,84,60
Broncos,J.K. Dobbins,HB,83,26,90,74,86,91,84,84,79,87,86
Broncos,Mike McGlinchey,RT,82,30,71,88,67,67,92,11,22,49,10
Broncos,Bo Nix,QB,81,25,88,60,76,90,85,55,32,73,77
Broncos,John Franklin-Myers,DT,80,28,78,90,71,80,84,24,32,62,30
Broncos,R.J. Harvey,HB,79,24,92,73,85,94,77,82,82,82,84
Broncos,Troy Franklin,WR,79,22,92,58,87,91,84,74,48,88,82
Broncos,Jacob Cowing? / Mims Jr,WR,78,23,92,55,88,94,79,75,33,88,86
Broncos,Luke Wattenberg,C,78,27,66,79,69,78,79,7,30,62,12
Broncos,Evan Engram,TE,78,30,85,66,87,87,74,76,75,79,85
Broncos,Wil Lutz,K,78,31,70,54,59,72,63,5,10,50,10
Broncos,Riley Moss,CB,77,25,91,53,95,95,75,67,49,89,82
Broncos,D.J. Jones,DT,77,30,73,88,72,73,85,19,43,59,29
Broncos,Ryan Fitzgerald,K,76,25,72,53,58,71,61,13,12,50,13
Broncos,Ja'Quan McMillian,CB,76,25,88,56,91,84,78,55,25,86,66
Broncos,Ben Powers,LG,75,28,70,82,61,69,88,9,25,47,15
Broncos,Jahdae Barron,CB,75,23,93,54,88,92,70,48,32,91,75
Broncos,Jonathon Stryker? / Strnad,WILL,74,29,88,71,81,84,78,18,29,75,46
Broncos,P.J. Locke,SS,74,28,89,66,80,86,77,40,31,82,56
Broncos,Kris Abrams-Draine,CB,73,23,91,40,91,93,67,64,29,90,68
Broncos,Jonah Elliss,LEDG,73,22,81,74,82,87,76,28,26,70,29
Broncos,Malcolm Roach,DT,72,27,74,83,64,80,78,25,28,50,33
Broncos,Pat Bryant II,WR,72,22,89,69,84,88,75,74,51,86,76
Broncos,Devon Key,FS,65,27,86,66,79,89,64,44,45,83,58
Broncos,Jordan Jackson,DT,65,27,74,78,76,74,67,19,34,66,26
Broncos,Lucas Krull,TE,64,27,84,68,79,88,67,57,63,70,74
Broncos,Frank Crum,LT,64,25,74,85,71,79,54,36,37,56,32
Broncos,Jarrett Stidham,QB,63,29,78,62,72,77,68,36,37,74,65
Broncos,Justin Strnad? / Turner,MIKE,63,23,81,75,83,90,61,39,40,75,48
Broncos,N. Adkins,TE,62,26,77,74,75,79,52,54,61,71,61
Broncos,Karene Reid,MIKE,62,25,83,70,78,89,61,35,35,73,47
Broncos,Justin Walker Jr,WILL,60,23,78,73,61,78,62,41,45,65,45
Broncos,Sam Ehlinger,QB,56,26,78,67,81,79,53,70,63,76,78
Broncos,Jaleel McLaughlin,HB,71,24,92,66,78,92,66,77,60,83,80
Broncos,Dre Sanders,MIKE,71,23,84,72,81,89,73,52,51,74,53
Broncos,Adam Trautman,TE,71,28,82,74,84,83,60,63,69,73,73
Broncos,Alex Palczewski,LG,70,26,63,82,60,75,77,11,26,58,17
Broncos,Sam Mustipher,LG,70,29,61,83,53,56,85,6,10,51,10
Broncos,Sai'vion Jones,DT,70,22,81,80,79,88,75,27,27,68,33
Broncos,D. Tillman,REDG,70,27,73,77,72,80,75,55,52,65,65
Broncos,Eyioma Uwazurike,DT,69,27,62,83,65,68,73,19,45,55,25
Broncos,Tyler Badie,HB,69,25,90,74,83,94,68,75,76,82,76
Broncos,Adam Prentice,FB,69,28,77,76,77,79,79,37,63,67,64
Broncos,Lil'Jordan Humphrey,WR,69,27,84,67,79,83,77,77,61,79,78
Broncos,Quinn Bailey? / Q. Robinson,REDG,69,24,84,73,80,88,69,28,32,74,42
Broncos,Mitchell Fraboni,LS,68,28,80,75,66,76,53,25,49,66,51
Broncos,Alex Forsyth,C,67,26,66,86,54,65,71,26,32,50,26
Broncos,Michael Burton,FB,67,33,80,82,74,78,69,29,76,71,72
Broncos,Nick Gargiulo,RG,66,25,64,87,71,72,70,19,32,58,21
Broncos,Riley Taylor,CB,66,26,90,54,87,90,58,51,29,87,64
Broncos,J.L. Skinner,SS,66,24,89,59,87,91,61,69,57,77,71
Chargers,D. James Jr,SS,93,29,90,80,88,91,93,59,46,86,73
Chargers,R. Slater,LT,92,26,75,93,68,81,85,12,25,60,12
Chargers,J. Herbert,QB,89,27,86,71,80,88,90,64,58,72,80
Chargers,K. Mack,REDG,86,34,85,87,85,86,82,31,55,70,55
Chargers,J. Alt,LT,85,22,71,89,72,77,88,36,48,63,45
Chargers,L. McConkey,WR,83,23,92,57,91,94,85,72,39,93,87
Chargers,K. Allen,WR,83,33,88,72,88,87,92,82,71,86,87
Chargers,D. Henley,WILL,82,25,88,65,82,91,85,62,60,78,75
Chargers,C. Dicker,K,82,25,76,51,63,83,66,10,15,57,20
Chargers,D. Jackson,CB,82,29,93,49,92,93,85,45,17,91,69
Chargers,O. Hampton,HB,81,22,90,78,82,93,75,91,91,77,85
Chargers,J. Harris,LS,81,36,77,68,74,75,71,25,53,70,55
Chargers,Q. Johnston,WR,80,23,93,70,83,91,87,84,66,85,88
Chargers,N. Harris,HB,80,27,88,82,85,90,74,86,87,87,81
Chargers,O. Oweh,LEDG,80,26,89,80,86,90,75,35,35,75,46
Chargers,J. Scott,P,80,28,75,51,69,78,70,9,11,61,13
Chargers,T. Jefferson,SS,80,33,87,74,79,85,85,43,45,78,72
Chargers,T. Still,CB,80,23,89,56,85,93,79,66,26,88,61
Chargers,E. Molden,FS,79,26,90,57,84,92,80,57,49,82,77
Chargers,T. Tuipulotu,LEDG,78,22,77,88,71,83,86,24,40,65,36
Chargers,Z. Johnson,LG,78,25,66,90,71,76,79,11,25,58,14
Chargers,B. St-Juste,CB,77,27,91,60,91,91,77,45,35,90,59
Chargers,T. Tart,DT,77,28,71,88,64,77,81,10,34,51,10
Chargers,K. Vidal,HB,77,24,90,70,86,90,81,80,77,85,83
Chargers,D. Perryman,MIKE,76,32,82,84,76,82,81,10,45,68,35
Chargers,O. Gadsden,TE,75,22,86,73,80,88,79,66,63,75,73
Chargers,D. Hand,DT,74,29,76,88,57,77,69,17,34,53,26
Chargers,M. Becton Sr,RG,73,26,71,93,54,72,78,25,39,54,15
Chargers,T. Harris,WR,73,23,88,68,82,91,76,74,46,82,80
Chargers,C. Hart,CB,73,24,91,59,80,92,69,67,53,81,75
Chargers,J. Eboigbe,DT,73,24,66,83,67,71,72,19,40,50,11
Chargers,W. Dissly,TE,73,29,82,78,77,79,67,72,74,70,74
Chargers,B. Dupree,REDG,72,32,83,76,75,85,75,15,40,66,39
Chargers,T. Conklin,TE,72,30,83,66,78,84,74,70,74,76,73
Chargers,T. Dye,MIKE,71,28,87,71,81,87,75,46,40,75,54
Chargers,J. Caldwell,DT,71,25,67,87,67,72,74,25,34,61,24
Chargers,J. Colson,MIKE,71,22,86,75,77,90,65,41,51,75,55
Chargers,B. Bozeman,C,71,30,71,85,52,56,82,14,10,36,10
Chargers,D. Davis,WR,70,24,94,63,82,94,60,70,34,83,83
Chargers,J. Salyer,RG,70,25,63,88,59,68,75,15,25,55,17
Chargers,T. Penning,RT,70,26,76,89,74,82,59,28,35,60,34
Chargers,R. Mickens,FS,70,24,89,63,81,91,67,51,43,80,63
Chargers,K. Lambert-Smith,WR,70,23,93,60,92,94,65,71,44,95,78
Chargers,S. Matlock,FB,69,25,74,85,73,81,72,30,40,61,26
Chargers,H. Haskins,HB,69,25,89,77,80,91,69,78,82,80,76
Chargers,T. Pipkins III,RT,69,28,69,83,64,74,82,5,21,53,10
Chargers,A. James,C,69,28,67,83,57,68,74,7,20,51,10
Chargers,K. Kennard,LEDG,69,23,81,78,75,86,68,22,31,68,42
Chargers,D. Leonard,CB,68,25,93,60,82,94,60,48,38,86,54
Chargers,O. Ogbonnia,DT,68,25,62,86,53,65,74,17,31,45,22
Chargers,J. Patterson,HB,67,25,85,61,82,89,71,75,48,82,78
Chargers,D. Phillips,SAM,65,28,87,72,76,83,68,43,46,70,44
Chargers,K. Williamson,FS,64,25,91,63,84,90,67,59,51,81,63
Chargers,A. Deculus,RT,64,26,70,84,50,77,73,7,26,48,16
Chargers,M. Wax,WILL,64,22,85,71,84,91,57,34,44,78,45
Chargers,N. Reed,CB,64,22,90,62,85,91,56,50,28,80,66
Chargers,B. Hart,LT,64,31,49,84,50,50,77,5,25,40,10
Chargers,T. Lance,QB,63,25,87,71,89,90,32,77,70,85,85
Chargers,E. Rogers,CB,62,23,86,59,84,90,58,51,28,81,60
Chargers,T. Fisk,TE,59,26,65,79,73,69,57,47,66,61,65
Jets,J. Sherwood,MIKE,77,25,86,67,78,87,79,54,55,75,67
Jets,A. Cisco,FS,77,25,92,65,88,91,78,42,34,86,62
Jets,T. Adams,SS,76,26,90,62,84,94,77,51,42,86,63
Jets,B. Stephens,CB,76,27,90,68,84,87,78,62,59,82,74
Jets,J. Brownlee Jr,CB,75,24,92,63,85,91,77,65,35,86,71
Jets,O. Fashanu,LT,75,22,69,88,64,74,75,15,39,57,25
Jets,A. Mitchell,WR,75,22,94,51,91,95,73,70,33,90,79
Jets,J. Reynolds,WR,75,30,88,66,84,85,82,76,51,86,81
Jets,K. Herbert,HB,74,27,88,73,86,87,73,80,77,81,82
Jets,A. Thomas,CB,74,21,86,67,85,89,79,46,36,84,69
Jets,M. Taylor,TE,74,21,83,75,83,86,71,67,65,69,75
Jets,J. Briggs,DT,74,24,72,88,66,73,73,33,56,57,43
Jets,J. Metchie III,WR,73,25,90,66,87,92,73,75,49,88,84
Jets,A. McNamara,P,73,24,76,45,68,80,54,38,38,63,53
Jets,T. Hennessy,LS,73,31,74,67,67,73,60,15,34,67,25
Jets,J. Myers,C,72,27,62,89,60,57,80,10,27,49,12
Jets,J. Fields,QB,72,26,92,65,91,96,55,79,49,91,89
Jets,B. Allen,HB,72,21,88,79,83,89,77,79,85,85,79
Jets,I. Oliver,SS,72,28,89,59,84,88,73,61,23,87,71
Jets,J. Taylor,CB,71,26,92,53,89,93,73,59,37,86,70
Jets,M. Clemons,REDG,71,28,77,80,74,84,74,23,27,65,29
Jets,M. Moore,FS,71,23,87,61,80,89,72,53,46,83,65
Jets,N. Folk,K,88,40,67,59,55,65,74,15,10,43,25
Jets,G. Wilson,WR,86,25,92,56,93,93,86,82,38,93,91
Jets,B. Hall,HB,86,24,93,76,90,92,86,85,80,91,85
Jets,A. Vera-Tucker,RG,83,26,75,91,61,74,82,5,15,56,10
Jets,A. Membou,RT,83,21,74,91,72,76,87,6,30,61,10
Jets,J. Simpson,LG,80,28,70,92,51,67,86,12,25,49,22
Jets,J. Tippmann,C,79,24,73,89,65,81,78,9,10,57,11
Jets,Q. Williams,WILL,79,29,88,67,77,89,83,18,30,74,35
Jets,W. McDonald IV,LEDG,78,26,82,69,88,87,77,33,43,80,45
Jets,H. Phillips,DT,78,29,70,93,72,67,73,24,38,61,30
Jets,J. Johnson II,REDG,77,26,85,82,81,88,75,28,42,70,40
Jets,M. Smith,DT,70,24,74,89,76,77,66,21,31,66,22
Jets,I. Davis,HB,70,23,87,73,82,90,70,78,74,80,81
Jets,T. Johnson,WR,70,27,87,68,82,90,70,76,48,80,83
Jets,M. Walker,MIKE,70,28,87,72,79,87,73,44,40,74,53
Jets,K. Saunders,DT,69,29,72,84,67,76,70,45,58,59,48
Jets,T. Baron,LEDG,69,23,85,76,73,89,69,24,24,65,33
Jets,T. Taylor,QB,69,36,86,57,86,86,66,71,42,83,84
Jets,J. Ruckert,TE,68,25,82,78,74,85,68,57,70,69,65
Jets,J. Tufele,DT,68,26,71,88,58,74,63,21,33,52,22
Jets,A. Beck,FB,68,29,86,77,78,87,57,64,67,75,69
Jets,A. Smith,WR,68,23,94,64,90,91,71,69,41,89,74
Jets,E. Watts,LEDG,65,24,83,79,65,88,63,41,37,58,48
Jets,I. Charles,WR,64,28,87,66,83,91,57,73,59,78,79
Jets,K. Smith,SS,64,25,86,62,77,86,65,42,40,81,59
Jets,C. Jones,MIKE,64,25,85,65,74,90,68,35,51,70,45
Jets,S. Smartt,TE,64,26,85,62,79,91,63,69,67,78,76
Jets,M. McCrary-Ball,WILL,64,26,89,72,83,91,64,44,42,82,63
Jets,D. Clark,FS,64,24,89,65,81,90,58,51,45,88,58
Jets,J. Clark,CB,63,24,88,60,73,89,58,47,31,83,60
Jets,B. Cook,QB,62,23,85,67,82,89,51,66,47,84,74
Jets,J. Monroe,FS,62,24,86,59,78,89,60,50,41,81,63
Jets,X. Newman,RG,58,26,67,81,43,76,60,14,29,44,15
Jets,J. Woods,TE,67,26,85,78,84,87,52,66,70,73,74
Jets,C. Smith II,SS,67,25,86,57,77,92,71,58,27,80,71
Jets,K. Nwangwu,HB,67,27,93,68,87,94,65,73,60,82,73
Jets,Q. Stiggers,CB,67,23,91,60,83,94,60,57,34,81,66
Jets,K. Boyd,CB,67,28,90,65,85,88,70,68,46,87,76
Jets,F. Mauigoa,WILL,67,22,84,73,75,90,68,38,40,71,49
Jets,B. McGregor,LEDG,67,24,80,73,73,86,68,29,41,62,43
Jets,I. Williams,WR,67,24,87,59,91,92,64,73,48,92,78
Jets,C. Okorafor,RT,67,28,67,85,57,63,71,12,24,51,10
Jets,M. Mitchell,LT,66,25,62,85,55,72,75,12,25,58,16
Jets,K. King,WILL,66,22,83,76,77,91,66,37,40,73,46
Commanders,L. Tunsil,LT,94,31,72,92,67,68,95,12,32,53,18
Commanders,B. Wagner,MIKE,92,35,84,78,80,84,98,23,41,70,48
Commanders,T. McLaurin,WR,90,29,96,67,86,91,87,82,50,87,88
Commanders,S. Cosmi,RG,87,26,77,87,72,81,88,9,22,57,19
