DraftYear,DraftRank,Player,CollegeTeam,Pos,PosBucket,Class,OVR,SPD,ACC,AGI,COD,STR,AWR,DraftValueScore,DraftRound
2043,,B.Davis,West Virginia,LEDG,EDGE,SR (RS),88,81,83,73,67,87,79,,
2043,,J.Randolph,West Virginia,SS,S,SR,88,89,91,85,86,67,80,,
2043,,J.Winters,West Virginia,LT,OL,SR (RS),87,62,76,83,52,87,80,,
2043,,J.Polendey,West Virginia,WR,WR,SR (RS),87,84,86,91,89,70,81,,
2043,,T.Pettway,West Virginia,TE,TE,SR (RS),85,82,80,84,77,81,78,,
2043,,R.Senat,Wisconsin,WR,WR,SR,96,96,98,96,96,66,89,,
2043,,J.Fields,Wisconsin,HB,RB,SR (RS),95,90,92,94,93,82,87,,
2043,,T.Newsome,Wisconsin,DT,IDL,SR (RS),93,78,84,76,62,94,86,,
2043,,M.Ford,Wisconsin,RT,OL,SR (RS),92,61,78,82,56,90,87,,
2043,,E.Hamilton,Wisconsin,REDG,EDGE,SR (RS),91,83,87,81,67,90,84,,
2043,,A.Hall,Wisconsin,MIKE,LB,SR,90,84,87,79,81,84,83,,
2043,,I.Anderson,Wisconsin,SS,S,SR (RS),90,87,89,86,89,63,82,,
2043,,D.Myrick,Wisconsin,LEDG,EDGE,SR (RS),90,83,89,84,68,88,81,,
2043,,N.Dean,Wisconsin,CB,CB,SR,89,92,95,91,99,63,81,,
2043,,D.Long,Wisconsin,RG,OL,SR (RS),89,60,74,87,73,89,85,,
2043,,M.Shelton,Wisconsin,FS,S,SR,88,86,90,83,86,62,79,,
2043,,J.Reynolds,Wisconsin,C,OL,SR (RS),88,64,80,84,58,91,82,,
2043,,M.Smith,Wisconsin,SS,S,SR (RS),86,90,89,87,86,61,80,,
2043,,C.Dalman,Wisconsin,RT,OL,SR,86,64,78,85,69,85,81,,
2043,,J.Wiggins,Wisconsin,TE,TE,SR,85,80,77,83,76,80,79,,
2043,,C.Welch,Wisconsin,FS,S,SR,84,84,89,82,85,66,77,,
2043,,J.McLaughlin,Wisconsin,HB,RB,SR,83,84,89,90,88,74,80,,
2043,,J.Skinner,Wisconsin,WR,WR,SR,82,85,86,87,85,68,78,,
2043,,K.Craver,Wisconsin,SS,S,SR,81,82,86,81,84,65,76,,
